age,tenure_years,num_claims,policy_type,annual_premium,churn
21,3,1,Motor,540.06,0
19,10,0,Health,430.48,0
60,14,1,Life,726.85,0
29,7,1,Motor,615.52,0
18,2,0,Health,520.63,0
31,4,0,Health,578.08,0
42,6,2,Health,715.32,1
39,7,0,Health,581.71,0
79,7,1,Motor,788.82,0
72,6,1,Health,744.03,0
26,13,0,Motor,533.69,1
27,12,0,Health,549.39,0
25,13,2,Life,650.32,0
42,5,2,Life,608.05,0
51,1,1,Motor,660.52,0
46,13,0,Life,536.86,0
73,1,1,Life,761.63,0
65,11,1,Health,781.76,0
57,4,0,Health,673.48,0
67,11,3,Health,856.11,0
36,7,0,Life,477.05,0
19,10,0,Health,470.26,1
75,7,1,Life,758.24,0
25,12,0,Motor,465.97,0
74,5,0,Health,696.59,0
31,3,2,Life,609.98,0
34,2,4,Health,720.36,1
23,6,1,Life,483.97,0
26,14,2,Life,576.33,0
79,14,1,Life,749.24,0
67,10,1,Life,711.8,0
19,1,0,Life,464.38,1
30,14,1,Motor,583.08,0
64,14,0,Health,728.02,1
55,2,0,Health,632.8,0
69,8,0,Life,681.4,0
27,1,1,Health,697.83,1
42,7,0,Life,542.89,0
27,5,2,Health,557.52,1
66,11,1,Life,687.23,0
47,4,1,Health,661.56,1
47,13,2,Health,611.83,0
77,6,0,Health,666.08,0
74,9,0,Motor,639.13,0
30,1,1,Health,576.7,0
66,2,2,Health,734.88,0
37,3,1,Life,586.83,0
45,8,0,Health,565.45,0
68,4,0,Health,625.73,0
33,14,1,Health,531.35,0
37,3,0,Health,597.12,0
64,6,1,Life,722.63,0
26,9,1,Motor,526.54,1
54,14,1,Life,681.69,0
56,3,0,Life,694.1,0
56,3,0,Health,609.18,1
39,6,2,Life,621.73,0
78,7,2,Life,842.66,0
41,6,1,Health,611.11,0
36,2,0,Life,539.47,0
29,12,0,Life,599.03,0
59,7,1,Motor,702.49,1
35,9,0,Health,569.7,0
49,1,0,Health,627.39,0
72,4,0,Health,662.87,0
19,5,0,Motor,456.22,0
41,9,2,Health,681.13,0
36,3,2,Motor,638.49,0
49,11,0,Health,556.79,0
52,9,2,Health,669.75,0
78,7,0,Health,751.36,0
57,9,0,Motor,627.71,1
36,10,1,Health,563.67,0
31,3,0,Life,483.25,0
68,11,0,Health,634.67,0
54,5,0,Motor,577.22,0
71,2,2,Life,774.63,0
65,2,0,Motor,584.01,0
63,7,1,Motor,704.18,0
33,7,2,Life,683.49,1
48,2,1,Health,625.83,0
57,14,0,Life,657.66,0
64,4,2,Motor,744.38,1
57,10,0,Motor,652.85,0
29,5,0,Life,556.37,1
58,5,3,Motor,802.08,0
46,13,0,Life,637.32,1
47,8,0,Motor,551.86,0
66,4,0,Life,735.31,0
63,12,0,Motor,683.23,1
46,4,1,Motor,587.56,1
31,4,1,Life,503.19,0
47,9,0,Life,588.94,0
18,12,0,Motor,474.31,0
46,3,0,Life,519.81,0
33,10,1,Health,648.99,0
21,13,1,Life,528.31,1
51,14,0,Life,657.26,0
44,10,1,Health,615.09,0
79,13,0,Health,696.33,0
63,8,0,Motor,651.63,1
78,6,0,Life,710.26,0
23,8,2,Health,527.21,0
38,2,0,Life,563.04,0
30,12,1,Life,628.95,0
57,2,0,Health,625.83,1
21,2,2,Motor,587.83,0
41,14,2,Health,665.73,1
69,1,1,Life,718.11,0
30,11,1,Motor,575.6,0
78,2,1,Life,735.74,0
35,9,1,Health,621.25,0
61,4,2,Life,748.45,1
55,12,1,Life,672.02,0
69,9,0,Life,733.34,1
39,9,0,Health,540.42,0
75,11,0,Life,685.07,0
51,13,1,Life,669.99,0
41,3,1,Motor,584.87,1
75,13,1,Life,734.54,1
42,11,0,Health,580.4,0
40,2,1,Health,662.26,0
23,14,0,Life,492.47,0
23,5,1,Motor,528.93,0
72,3,2,Health,822.76,1
28,5,3,Motor,687.58,1
76,14,1,Health,765.04,0
25,2,0,Health,477.35,1
45,5,2,Motor,633.96,0
46,8,0,Life,576.62,0
67,6,0,Life,683.63,0
47,7,2,Life,649.35,0
38,9,0,Life,532.31,1
54,14,2,Health,740.71,0
71,2,0,Life,722.52,0
36,5,0,Health,487.86,0
44,14,0,Health,573.04,1
38,7,0,Health,563.27,1
60,5,1,Health,711.63,0
60,4,0,Life,707.26,0
64,10,0,Life,662.38,0
78,7,0,Life,701.19,0
74,4,2,Health,773.01,0
58,13,2,Motor,687.53,1
62,9,2,Health,742.07,0
79,7,1,Health,725.77,0
54,8,0,Life,492.01,0
56,4,0,Life,650.85,0
42,13,1,Life,612.09,1
43,14,1,Motor,626.78,0
48,4,0,Motor,623.35,0
49,1,0,Motor,630.99,1
45,7,1,Health,603.7,0
22,10,0,Motor,450.55,0
62,2,0,Health,627.92,0
41,10,0,Health,577.51,0
46,7,0,Health,577.99,1
75,3,0,Health,715.49,0
22,8,3,Health,699.37,0
77,12,1,Health,808.11,0
46,5,1,Motor,659.24,0
67,10,0,Motor,635.63,0
47,5,3,Health,669.76,0
56,12,0,Life,555.08,0
29,6,0,Health,556.7,0
47,8,2,Life,670.88,0
62,3,1,Life,694.91,0
24,6,0,Health,516.89,0
76,14,0,Life,721.32,0
56,2,0,Health,603.46,1
30,10,0,Life,476.45,0
40,2,0,Life,559.29,1
29,4,1,Health,609.3,0
39,6,0,Motor,539.61,0
40,10,1,Life,665.95,0
70,12,0,Health,728.26,0
74,12,2,Health,888.26,0
78,14,0,Motor,738.86,0
35,9,1,Motor,584.88,0
79,11,1,Health,694.13,0
53,6,0,Health,600.07,0
42,10,0,Motor,532.98,0
77,11,1,Life,740.25,0
62,8,0,Motor,573.23,1
18,11,0,Life,504.29,0
56,6,2,Life,766.4,0
23,11,1,Motor,570.65,1
23,5,2,Health,582.63,0
30,7,1,Health,641.36,0
54,9,1,Motor,680.49,1
21,8,0,Health,466.56,0
48,9,0,Motor,586.67,1
49,2,0,Life,539.87,0
46,3,1,Motor,612.02,0
50,13,0,Motor,570.41,1
49,14,3,Motor,691.0,0
38,3,0,Health,595.71,0
62,5,4,Health,935.36,0
55,7,0,Health,639.49,0
23,4,1,Health,525.29,0
35,14,0,Life,573.77,0
70,13,1,Health,663.91,0
33,4,0,Health,547.2,0
26,5,0,Life,468.52,1
73,7,0,Motor,693.79,1
30,1,1,Health,460.74,0
48,9,2,Life,692.62,1
19,10,1,Health,475.83,1
67,8,0,Motor,608.33,0
28,7,2,Motor,544.84,0
38,3,0,Health,503.29,0
68,13,0,Life,759.36,1
66,12,1,Motor,719.63,1
71,2,0,Motor,749.14,1
30,3,1,Motor,585.19,0
43,1,1,Motor,625.91,0
39,8,1,Health,621.69,1
61,2,2,Life,681.66,0
36,13,2,Health,673.66,0
65,5,0,Health,591.02,0
41,9,2,Motor,608.71,0
36,12,0,Health,606.04,1
41,9,1,Motor,600.45,0
22,6,0,Health,467.47,1
19,14,3,Life,633.83,0
47,12,1,Health,624.18,0
75,1,3,Motor,886.56,0
76,9,0,Life,773.44,0
37,10,3,Health,721.85,0
41,13,2,Life,634.51,1
18,11,0,Life,531.35,0
41,7,2,Life,651.51,0
18,4,1,Life,524.52,0
75,1,1,Health,777.62,0
39,4,1,Motor,682.1,0
40,11,0,Life,521.92,1
50,14,0,Health,566.92,0
60,4,1,Health,739.98,0
29,3,0,Health,545.54,0
48,3,0,Motor,574.96,0
38,5,1,Health,549.16,0
63,1,0,Motor,663.84,0
52,13,0,Health,565.88,1
27,12,1,Life,613.49,0
22,5,1,Health,486.53,0
37,2,0,Motor,509.81,1
57,5,1,Motor,738.59,0
58,2,0,Life,611.7,0
36,6,1,Motor,583.35,0
69,1,0,Health,590.71,0
60,7,2,Motor,695.14,1
34,1,0,Health,602.56,1
36,2,0,Health,519.73,0
71,6,0,Health,685.53,0
73,14,1,Motor,758.5,0
44,14,0,Health,570.55,0
69,4,1,Life,779.92,1
35,1,1,Life,618.26,0
67,14,0,Life,739.59,0
64,8,2,Health,737.68,1
78,3,2,Motor,851.09,1
44,12,1,Health,600.19,0
25,8,0,Life,529.6,0
77,1,2,Life,852.18,1
50,11,1,Motor,711.09,0
43,12,1,Health,560.84,1
45,7,1,Health,634.91,0
25,10,1,Motor,501.42,0
73,9,1,Motor,751.58,0
24,6,0,Health,563.55,0
66,3,1,Motor,748.95,1
72,11,1,Life,691.18,1
26,14,0,Motor,478.79,0
40,6,2,Motor,689.12,0
46,5,2,Motor,651.46,0
69,1,0,Life,638.4,1
79,10,2,Life,767.54,0
56,8,2,Life,736.77,0
33,8,1,Health,614.03,0
36,1,2,Life,689.42,1
32,9,0,Motor,475.82,0
76,7,0,Health,732.57,0
72,5,1,Health,741.46,0
20,4,1,Health,472.25,0
67,11,0,Life,702.64,0
78,6,0,Motor,776.83,0
30,6,2,Health,590.81,0
64,4,0,Motor,703.58,1
39,12,0,Motor,612.63,0
72,6,2,Health,727.47,1
47,3,0,Health,567.15,0
75,7,2,Health,845.85,0
23,12,2,Motor,626.48,0
20,6,3,Health,576.06,0
29,5,2,Health,566.53,0
57,1,0,Life,640.26,1
35,2,0,Motor,531.26,1
26,12,0,Motor,521.04,0
24,9,0,Health,525.17,1
45,7,0,Motor,523.03,0
54,7,1,Health,640.68,1
25,14,2,Motor,550.42,0
57,4,0,Health,639.92,0
57,13,2,Life,702.32,0
71,12,0,Life,632.35,0
62,12,0,Motor,649.53,0
27,10,0,Health,459.64,0
42,4,1,Life,619.4,0
69,11,0,Health,721.96,1
30,13,1,Life,565.15,0
47,2,0,Health,630.87,0
23,9,0,Health,540.79,0
50,2,1,Health,644.79,0
53,5,0,Health,623.2,1
56,1,1,Life,622.52,1
48,12,0,Motor,569.06,0
67,10,0,Health,738.67,1
37,4,1,Health,621.86,1
70,9,2,Life,793.56,0
61,1,0,Motor,678.47,0
31,8,0,Life,624.55,0
40,9,2,Motor,709.27,0
21,3,1,Life,540.2,0
78,7,2,Life,731.65,0
21,8,1,Health,510.63,1
60,11,1,Motor,592.86,0
33,7,0,Life,540.49,0
66,4,2,Life,727.84,0
27,1,1,Life,589.57,0
70,4,1,Life,765.98,0
61,12,1,Life,677.44,1
29,7,2,Motor,656.21,0
40,4,1,Life,670.68,0
52,9,0,Health,509.66,0
71,1,0,Health,608.99,1
63,13,0,Life,683.12,0
73,2,0,Health,718.37,0
63,1,1,Motor,666.76,1
50,13,0,Health,578.36,0
19,7,0,Motor,488.84,0
31,10,1,Life,585.46,1
66,11,1,Life,710.45,0
69,2,1,Life,661.56,1
48,7,0,Health,601.83,0
26,12,0,Life,476.0,0
48,3,0,Health,563.15,0
34,4,0,Life,546.88,0
44,3,0,Health,553.59,1
48,9,2,Motor,636.18,0
51,3,1,Life,623.52,0
34,4,0,Health,514.36,0
77,6,0,Motor,690.83,1
67,13,2,Health,739.34,0
23,11,0,Life,455.64,0
66,2,0,Health,713.32,1
41,6,1,Health,569.62,0
59,8,2,Health,709.11,0
53,1,0,Motor,559.76,0
51,1,0,Life,656.47,0
36,3,1,Life,559.69,1
56,3,1,Health,697.36,0
71,3,0,Life,666.08,1
51,7,0,Motor,682.97,1
63,5,1,Motor,758.34,0
60,8,2,Health,647.02,1
50,3,2,Life,736.13,0
53,12,2,Health,744.4,0
78,7,3,Health,925.58,1
53,9,2,Life,696.42,1
76,2,0,Health,709.54,0
66,6,0,Health,645.48,1
61,14,0,Motor,727.62,0
31,3,1,Health,605.15,0
41,7,3,Health,742.7,1
65,2,1,Health,685.97,0
39,4,1,Life,580.52,1
26,8,2,Health,613.88,1
55,5,0,Life,562.46,0
50,5,0,Health,481.05,0
73,6,1,Motor,700.53,0
55,4,0,Motor,596.01,0
50,13,0,Motor,620.17,0
64,1,1,Motor,760.02,1
75,3,2,Health,810.94,0
47,2,1,Motor,603.54,0
42,10,1,Health,625.8,0
50,2,2,Motor,702.94,0
19,4,0,Health,498.09,0
19,13,0,Motor,542.63,0
21,14,1,Life,521.95,1
73,14,2,Health,896.2,0
31,11,1,Motor,606.37,0
63,8,1,Life,741.96,0
47,12,0,Life,624.35,1
20,5,0,Motor,515.28,0
61,11,0,Life,698.06,0
47,3,1,Motor,621.95,0
26,3,1,Life,634.26,0
65,2,0,Health,692.74,0
20,3,1,Health,521.04,0
46,13,0,Motor,594.41,0
73,2,1,Health,775.61,0
56,1,2,Health,750.25,1
27,1,2,Health,621.1,1
35,7,1,Health,507.03,0
54,6,0,Life,634.48,0
37,1,0,Motor,509.51,0
50,7,0,Health,624.08,0
65,12,2,Life,757.39,0
31,9,0,Motor,489.96,0
74,1,0,Health,709.93,0
18,4,2,Motor,613.23,0
49,6,2,Health,616.55,0
56,11,2,Motor,738.89,0
68,14,0,Health,652.65,0
46,5,1,Health,623.92,0
61,9,1,Life,692.9,0
67,6,0,Motor,652.13,1
24,9,2,Life,602.5,0
28,6,0,Life,478.04,1
67,14,3,Motor,845.87,0
52,5,1,Health,613.32,0
33,13,2,Life,597.55,0
25,9,0,Motor,467.83,0
34,13,1,Motor,604.84,0
76,11,1,Motor,765.12,1
50,2,3,Motor,798.8,0
38,4,1,Health,582.04,0
62,8,1,Health,615.65,1
56,8,2,Life,707.41,1
70,1,1,Life,668.31,0
68,5,0,Motor,627.56,0
36,8,2,Motor,645.55,0
68,10,2,Motor,767.54,0
72,13,2,Health,844.33,0
40,11,1,Motor,583.0,1
29,12,0,Motor,500.76,1
37,6,1,Health,594.84,0
62,11,1,Health,703.49,0
18,4,2,Motor,560.0,0
43,4,3,Motor,719.01,1
52,14,3,Motor,772.35,0
70,7,1,Health,763.28,1
48,9,1,Motor,668.1,0
32,7,0,Health,501.65,0
23,8,0,Life,489.43,0
79,10,1,Life,770.29,1
29,14,0,Life,470.59,1
50,2,1,Motor,686.54,0
43,13,1,Life,633.01,0
35,11,0,Motor,556.41,0
24,12,1,Motor,515.52,0
53,9,0,Life,574.23,0
79,13,1,Health,779.71,0
27,4,1,Motor,523.79,0
60,9,1,Health,667.53,1
44,2,4,Health,687.65,0
26,1,0,Health,518.75,1
67,7,0,Life,646.09,0
40,6,1,Health,648.92,0
70,10,1,Health,739.12,0
33,1,0,Life,508.34,0
28,2,0,Life,547.35,0
19,4,1,Life,512.61,0
30,7,1,Health,621.63,0
65,12,2,Life,765.74,0
48,5,0,Health,652.97,0
71,10,0,Health,615.73,0
27,14,2,Health,647.5,0
47,2,2,Health,630.39,0
56,4,0,Motor,631.91,0
35,6,1,Health,578.45,0
55,6,1,Health,658.45,0
18,6,0,Health,484.62,0
73,3,1,Motor,739.99,0
78,2,0,Health,646.99,1
79,6,2,Life,838.98,0
72,4,0,Life,679.55,0
18,1,0,Health,540.45,1
31,10,1,Motor,538.43,1
78,10,1,Health,753.08,0
60,13,0,Health,669.77,0
49,12,1,Life,641.26,0
39,1,1,Motor,573.46,0
41,9,0,Health,506.58,0
44,3,1,Life,660.05,1
66,10,0,Life,691.72,1
74,12,1,Motor,756.61,1
31,3,2,Health,635.18,0
31,10,2,Health,653.2,1
37,12,0,Life,545.36,1
29,11,0,Life,534.54,1
69,10,0,Motor,687.98,1
20,7,2,Health,549.42,1
64,5,0,Life,662.26,1
24,8,0,Health,451.82,0
24,14,3,Motor,693.45,0
79,1,0,Motor,715.86,1
39,11,3,Motor,655.63,1
76,10,0,Life,665.95,0
19,12,0,Motor,479.22,0
61,7,2,Life,753.54,0
40,1,1,Health,609.18,1
28,11,0,Health,506.17,1
49,11,1,Health,619.73,1
67,13,0,Health,639.72,0
60,11,0,Motor,684.6,0
77,1,1,Health,785.41,1
43,12,1,Health,611.0,1
29,14,1,Motor,602.77,1
33,8,0,Life,557.92,0
76,9,0,Health,747.42,0
48,13,1,Health,657.29,0
62,2,0,Motor,647.68,0
45,2,1,Life,608.71,0
64,4,1,Health,701.99,0
54,12,0,Health,546.22,0
74,7,0,Health,636.02,0
29,7,1,Health,512.9,1
43,8,1,Life,640.98,1
31,3,2,Health,636.85,0
47,2,0,Health,608.07,0
33,1,0,Health,546.22,1
75,5,1,Life,741.06,1
32,1,2,Life,608.49,0
20,5,2,Health,610.66,0
48,2,2,Life,766.49,1
74,7,1,Health,634.04,0
19,5,1,Health,495.8,0
44,9,1,Life,642.19,0
56,6,1,Health,734.92,0
53,11,0,Health,611.71,0
37,4,2,Health,624.17,0
79,14,1,Life,746.87,0
77,4,1,Life,771.05,0
33,2,1,Health,580.54,0
58,1,1,Motor,693.75,0
58,7,2,Health,723.07,1
40,4,1,Health,584.05,0
65,14,0,Health,698.55,0
60,6,1,Health,659.89,0
34,7,1,Life,531.84,0
40,7,0,Health,509.02,1
26,12,0,Health,431.15,1
45,9,0,Health,570.27,0
70,5,0,Motor,668.94,0
47,4,1,Motor,607.05,1
28,12,3,Life,636.07,1
42,6,4,Life,734.34,0
35,10,1,Motor,592.17,1
42,2,0,Health,469.34,0
43,6,0,Life,612.52,0
68,9,0,Health,663.37,0
52,13,1,Health,631.68,0
52,13,1,Motor,714.16,0
46,3,0,Life,591.63,0
59,7,0,Life,685.02,0
19,10,0,Health,562.02,0
27,7,0,Health,561.51,1
55,12,1,Motor,731.62,0
77,5,0,Motor,682.29,0
59,9,0,Health,596.77,0
33,2,1,Life,544.63,1
31,10,1,Health,572.19,0
45,14,0,Health,625.14,1
18,14,1,Motor,510.3,0
20,11,1,Health,579.26,0
72,8,0,Motor,617.05,0
26,6,0,Motor,571.81,0
63,10,1,Motor,755.66,0
21,6,0,Health,483.5,0
42,11,0,Motor,639.09,0
51,11,1,Motor,706.87,0
63,12,0,Health,650.75,0
53,1,0,Life,592.01,0
57,12,0,Motor,693.3,0
33,14,1,Health,559.19,0
24,10,0,Health,481.04,0
42,10,0,Health,614.6,0
61,10,0,Motor,720.96,0
70,4,0,Health,671.95,0
20,10,1,Health,535.55,0
56,14,0,Health,658.75,0
71,6,0,Motor,704.09,0
50,2,2,Life,729.77,0
69,10,0,Health,668.09,1
30,5,1,Health,597.63,0
44,14,1,Motor,603.56,1
38,2,2,Health,622.81,0
56,5,0,Motor,625.42,1
73,1,0,Health,680.84,0
33,8,0,Motor,508.76,0
35,7,3,Health,749.62,0
18,6,2,Life,608.49,0
55,3,2,Health,728.23,0
31,14,2,Life,652.79,0
23,2,0,Health,524.74,0
53,8,1,Life,662.67,1
66,4,1,Health,714.47,0
46,7,0,Life,578.23,0
18,2,0,Life,446.98,0
49,1,0,Health,584.54,0
52,10,0,Health,594.34,1
75,2,0,Life,694.32,0
43,14,1,Health,617.02,1
55,6,1,Life,653.03,0
65,10,0,Life,691.53,1
67,5,2,Motor,778.82,0
62,9,2,Motor,777.62,0
79,5,0,Life,678.94,1
27,12,2,Motor,589.43,0
57,8,1,Health,686.35,0
35,9,2,Motor,596.46,1
45,12,0,Life,614.54,0
59,4,1,Motor,657.68,1
70,9,1,Life,717.46,1
59,3,0,Motor,685.65,1
70,8,0,Life,633.59,0
65,5,0,Health,648.21,0
33,8,2,Motor,610.37,0
36,12,1,Motor,610.99,0
30,9,0,Health,591.18,0
46,9,0,Motor,625.21,0
34,4,0,Motor,554.42,0
50,5,2,Health,768.83,0
58,10,0,Health,669.04,1
42,10,1,Motor,681.49,1
49,4,1,Life,642.69,0
28,11,1,Life,554.56,0
71,7,1,Motor,733.29,0
28,2,0,Motor,553.45,0
72,8,1,Life,719.62,0
30,1,4,Life,743.31,0
73,12,0,Motor,615.11,0
25,4,2,Motor,565.1,1
76,8,0,Health,693.8,0
32,14,1,Life,589.71,0
51,4,0,Motor,583.88,1
72,4,1,Motor,763.6,0
66,7,0,Life,678.36,1
54,8,0,Health,609.31,0
28,8,0,Life,499.77,0
67,14,0,Motor,741.1,0
26,2,0,Health,472.88,0
64,2,3,Motor,795.29,0
62,6,0,Life,588.74,0
52,3,5,Motor,826.62,0
50,4,3,Life,732.62,0
43,8,0,Motor,595.36,0
72,14,2,Life,780.22,0
22,8,0,Motor,513.61,0
49,13,1,Health,722.74,0
32,3,0,Motor,464.14,0
53,4,1,Health,736.02,0
49,8,3,Motor,739.1,0
50,3,1,Health,709.88,0
51,1,0,Life,664.55,0
35,11,2,Health,679.31,1
78,14,1,Motor,797.15,1
79,9,2,Life,877.77,0
52,6,0,Health,596.04,0
67,3,0,Health,675.0,1
76,11,2,Health,863.47,0
52,8,1,Health,638.64,1
23,13,2,Health,565.54,1
32,14,0,Health,511.87,1
27,10,0,Health,608.77,0
33,4,1,Life,580.62,0
79,12,0,Motor,739.86,0
48,13,1,Health,584.08,0
39,14,1,Motor,634.56,0
74,1,3,Motor,855.12,0
34,4,1,Motor,609.31,0
29,6,0,Life,464.63,1
58,11,1,Health,777.13,0
64,10,1,Life,665.44,0
35,8,1,Life,548.43,0
63,4,1,Health,717.39,1
63,13,1,Motor,657.43,0
75,11,3,Motor,882.82,0
65,7,2,Motor,728.85,0
68,3,0,Motor,648.65,0
49,7,1,Life,637.87,0
44,12,1,Life,633.32,0
35,13,1,Motor,640.86,0
31,10,0,Health,482.28,0
55,2,1,Motor,623.2,0
76,5,0,Motor,699.02,0
57,10,1,Health,668.58,0
19,5,0,Life,472.32,0
42,11,2,Motor,713.98,0
22,1,1,Motor,483.24,1
40,12,0,Motor,552.07,0
58,11,0,Life,598.07,0
47,10,0,Motor,617.99,0
78,7,0,Motor,655.18,0
19,5,0,Motor,489.97,0
56,11,2,Motor,745.91,0
39,9,0,Health,541.02,1
31,14,0,Health,595.37,1
73,2,0,Life,755.82,0
23,6,0,Health,506.66,0
64,9,0,Health,651.27,1
68,1,1,Motor,745.17,0
35,11,2,Health,615.33,0
57,1,0,Health,650.91,1
24,9,0,Motor,527.86,0
54,9,0,Motor,568.76,0
43,9,0,Health,630.21,0
29,3,0,Health,507.58,0
22,11,1,Motor,458.4,0
38,4,0,Motor,541.07,0
41,1,0,Motor,511.51,0
55,6,3,Motor,775.73,0
18,11,0,Life,480.89,0
59,10,2,Motor,745.98,0
69,1,1,Motor,648.91,0
78,4,0,Motor,656.49,1
47,4,0,Life,526.21,0
43,4,3,Motor,747.11,0
57,12,0,Motor,707.97,0
76,5,1,Life,749.44,0
35,4,0,Health,562.29,0
60,13,0,Health,593.23,0
35,5,1,Motor,563.97,0
39,5,0,Motor,629.67,0
75,9,3,Life,784.66,0
39,5,2,Health,663.38,0
27,8,1,Health,551.47,1
51,10,1,Motor,622.86,0
38,2,1,Life,685.3,1
64,10,0,Motor,596.01,0
60,6,0,Motor,646.07,1
56,1,1,Health,690.53,0
63,14,2,Life,715.98,0
56,7,1,Motor,620.08,0
64,3,0,Health,639.95,0
44,11,0,Health,533.47,0
74,10,0,Motor,718.77,1
72,14,0,Motor,652.63,0
49,4,0,Motor,638.93,0
77,10,0,Health,679.57,0
73,13,0,Life,706.94,0
29,12,0,Health,439.7,0
37,10,0,Life,550.56,0
24,10,0,Health,491.42,0
37,8,1,Health,604.12,1
37,9,0,Health,509.69,1
41,4,1,Life,559.04,0
51,5,2,Motor,601.46,0
72,11,0,Motor,732.46,0
36,2,1,Life,531.08,0
67,8,1,Life,688.06,0
72,1,2,Motor,775.92,0
50,8,0,Life,555.74,0
62,13,0,Health,654.9,0
60,12,0,Health,575.22,1
19,1,0,Motor,472.31,0
58,12,0,Health,569.91,0
19,3,0,Motor,491.96,0
42,8,0,Health,563.37,1
20,11,0,Health,450.56,0
40,3,0,Health,613.45,0
65,1,2,Health,728.13,1
41,6,0,Health,513.95,0
61,4,0,Health,617.08,0
70,1,0,Life,742.17,1
45,9,1,Life,692.64,0
42,12,0,Motor,547.68,0
64,2,0,Health,663.89,1
35,14,0,Motor,536.89,1
27,2,0,Health,502.75,0
19,14,0,Health,516.44,0
60,11,0,Life,622.76,1
30,6,1,Life,584.85,0
56,14,1,Health,641.63,1
53,5,3,Life,831.06,0
35,13,3,Life,649.32,0
51,14,2,Life,670.37,0
58,2,1,Health,706.59,0
74,4,0,Health,756.2,0
43,3,1,Motor,558.74,0
29,9,0,Health,579.75,0
35,12,0,Health,521.24,0
28,2,3,Health,643.23,0
27,2,1,Motor,579.44,0
33,2,0,Motor,586.71,0
40,9,4,Motor,788.71,0
31,14,0,Life,493.28,1
61,8,0,Health,655.81,0
70,2,0,Motor,679.87,1
61,6,1,Health,759.04,1
26,3,0,Motor,562.53,0
28,14,0,Health,485.4,0
23,12,1,Life,527.73,1
56,9,0,Health,712.54,0
29,3,1,Life,536.49,1
65,12,0,Health,627.39,0
75,9,2,Health,720.45,0
20,5,0,Motor,437.1,0
65,6,0,Health,696.39,1
58,5,0,Health,623.92,0
42,4,2,Health,621.39,0
79,8,1,Health,796.87,0
57,5,2,Motor,776.06,1
25,5,0,Life,494.1,0
50,4,0,Health,706.94,0
37,11,2,Motor,590.17,0
70,3,3,Life,814.87,0
64,14,0,Life,598.18,1
26,11,0,Motor,557.09,0
56,13,2,Life,754.87,0
65,4,0,Health,735.29,0
27,6,1,Motor,567.96,0
57,2,2,Life,660.63,0
56,7,1,Life,643.52,1
48,11,0,Motor,586.1,0
36,7,1,Health,531.23,0
48,11,0,Life,610.23,0
73,3,0,Motor,687.26,0
51,14,1,Motor,621.47,0
47,10,1,Motor,715.39,0
41,8,0,Motor,583.76,0
22,1,0,Health,507.78,1
58,4,2,Health,640.03,0
26,3,1,Health,516.8,0
59,5,0,Motor,573.91,0
67,2,0,Health,656.56,0
48,2,2,Health,644.21,0
29,8,0,Motor,462.75,1
36,1,0,Health,556.7,0
69,1,0,Health,702.62,1
23,4,0,Motor,483.3,1
25,6,1,Motor,492.5,0
71,9,2,Health,813.14,0
51,8,1,Health,693.06,0
58,11,1,Life,676.77,1
37,3,0,Health,501.6,0
73,8,1,Motor,701.5,1
25,6,0,Life,532.43,0
56,10,0,Health,673.08,1
62,8,0,Health,693.04,0
30,9,1,Motor,589.53,0
39,10,3,Health,677.28,1
75,4,0,Motor,706.34,0
65,4,1,Motor,699.39,1
19,9,1,Life,484.1,0
64,11,0,Life,592.53,0
28,11,1,Health,693.51,0
45,3,1,Health,638.51,0
49,13,0,Life,612.44,1
21,10,2,Life,590.61,1
40,5,0,Life,484.3,0
40,4,4,Life,749.84,0
65,11,1,Life,699.29,0
32,10,2,Health,624.2,0
62,3,1,Health,668.29,1
78,6,0,Motor,657.78,0
30,12,0,Health,531.17,0
32,11,0,Health,474.05,1
50,9,1,Life,601.83,0
21,6,2,Life,580.49,1
59,2,0,Life,632.58,0
71,2,0,Life,673.04,1
55,13,0,Health,650.81,1
38,13,0,Motor,569.25,0
37,6,2,Health,706.55,1
53,10,0,Health,618.32,0
59,4,0,Motor,628.31,0
78,3,0,Life,705.01,0
64,11,1,Motor,695.51,0
38,8,2,Health,698.64,0
44,9,2,Health,641.43,0
48,12,1,Motor,673.11,1
56,14,2,Health,737.93,0
44,5,0,Life,571.78,0
66,11,0,Motor,668.15,0
28,2,1,Health,583.08,0
52,6,1,Motor,680.82,0
69,9,0,Health,733.82,0
39,6,0,Health,588.9,1
39,12,4,Health,719.46,1
71,13,1,Health,738.42,0
68,5,0,Motor,665.65,0
74,9,1,Life,725.29,0
55,14,1,Health,693.22,0
67,8,1,Health,660.21,0
44,4,0,Life,614.51,0
25,1,0,Health,488.77,1
36,6,1,Motor,505.27,0
31,8,1,Health,553.99,1
60,9,1,Life,716.45,0
42,14,1,Motor,644.96,1
48,9,1,Health,620.83,0
64,1,2,Health,735.59,0
62,11,0,Health,630.84,1
30,14,1,Motor,577.43,1
29,7,2,Motor,628.1,0
66,3,0,Life,621.89,1
59,8,1,Life,614.49,1
56,1,0,Life,631.39,1
31,13,0,Health,475.61,0
23,8,0,Health,534.09,0
54,2,0,Health,596.67,1
54,5,0,Motor,513.0,0
74,14,0,Motor,677.68,0
57,5,0,Life,650.21,1
23,7,0,Motor,525.92,0
58,3,0,Life,600.44,1
67,10,1,Health,763.25,0
37,5,0,Health,557.68,0
22,10,0,Health,514.28,0
78,8,0,Motor,689.37,0
